,0,1,2,3,4,5,6,7,8,9,10
['2017-01-04T00:00:00.000000000'],"Trump claims his briefing on Russian cyberattacks was delayed, but US intelligence officer says otherwise",Iphone8 Specifications and Release date,Janet jackson baby | janet jackson baby boy | janet jackson gives birth ...,Paul Ryan prevents Roger Marshall's son from dabbing during swearing-in,Suspects net $6M in New Year's Eve jewelry heist,Chicago's former top cop claims Black Lives Matter is leading to more black deaths and preventing police from doing their jobs,Feds Continue to Drop Migrants at Texas Bus Stops,Did janet jackson have her baby | janet jackson new baby | janet jackson...,"Most Americans believe Donald Trump incapable of dealing with an international crisis, poll finds",Donald Trump is for sale,"Soldier in Army jacket attacked after Philadelphia parade, family says"
