,0,1,2,3,4,5,6
['2018-11-26T00:00:00.000000000'],G.M. to Idle Plants and Cut Thousands of Jobs as Sales Slow,Will a Republican candidate stand up against Trump in 2020?,"Woman, 35, ‘is raped while undergoing surgery for haemorrhoids’ at a hospital in Pakistan",Can technological advancement make us less materialistic and more experience seekers?,Mars InSight's landing team leader is all 'nerves and excitement' ahead of risky touchdown,Why mobile payment and cashless transactions the road to the future?,Migrant caravan: Mexico to deport group which stormed US border
