,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
['2018-05-09T00:00:00.000000000'],Walmart’s $16 Billion Flipkart Deal Creates Two Billionaires,California Is Set to Require Solar Power for New Homes,Jay-Z is a no-show in federal court,Donald Trump Accuser Rachel Crooks Wins Primary in Ohio,Roman Polanski sues Oscars organisation over his expulsion,United States President Paul Ryan (Paul Davis Ryan Jr.),"Iran deal: 'The ayatollahs needed to hear Trump get tough', says security adviser",Woman who accused Trump of sexual misconduct wins Democratic nomination for Ohio state legislature,"Mormon church severing ties with Boy Scouts, ending century-long bond",Lt. Colonel Oliver North Poised to Become NRA President,Trump lawyer Michael Cohen 'paid by Russia-linked firm',How money flowed through Michael Cohen’s multi-purpose shell company,CIA Nominee Gina Haspel Says the Agency Won’t Resume Harsh Interrogation Program,"Boeing will lose out on $20 billion in Iran deals as Airbus, GE impacted","Sessions: Parents, children entering U.S. illegally will be separated","New York: 26 Years Later, Justice for Men Imprisoned for a Bogus Rape",'There was a lot of blood:' Pierce Co. deputy kills pit bull after it attacks man,It’s Time for a New Discussion of Marijuana’s Risks,Trump Signs Order to Protect Religious Freedom From Government Overreach,"On Climate Change, a Disconnect Between Attitudes and Behavior",Saudi Arabia says supports US decision to withdraw from Iran nuclear accord,Everything you need to know about Barbara Underwood — the first woman to head AG office after replacing Schneiderman
