,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
['2019-04-01T00:00:00.000000000'],"As Another Ohio City Adds LGBTQ Protection, Legislature Mulls Statewide Bill","Wells Fargo Narrowing Down CEO Candidates To Mostly Women, Hoping Any Of Them Will Take It",FOX NEWS: DHS Secretary Nielsen: Tackling the border emergency at the source,FOX NEWS: Doreen Denny: Don't be fooled ladies -- the Equality Act is a threat to all of us,FOX NEWS: Sasha Buchert: The need for the Equality Act and transgender protections -- debunking the scare tactics,FOX NEWS: Michael Goodwin: Why should Trump have to be humble after the Mueller report?,FOX NEWS: Media fume over Smollett reversal,FOX NEWS: Navy to add 30 destroyers in massive warship expansion,FOX NEWS: Ocasio-Cortez rallies progressives against Dem leaders' bid to shield incumbents from primary challengers,FOX NEWS: Ocasio-Cortez's record as youngest member of Congress may be challenged by Florida Republican,FOX NEWS: Sen. Blackburn: Every town is a border town until we close the southern border,FOX NEWS: Multiple airlines experience system-wide outages across several US airports,"Census Bureau says Arabs and Persians are white, but many disagree","Trump calls on Congress to 'fix' asylum, other immigration 'loopholes': 'Get it done now!'","FOX NEWS: Hackers can take over heart devices, DHS warns",FOX NEWS: Apple officially kills AirPower wireless charging mat,FOX NEWS: Major delays at airports across US as system-wide outage grounds flights,"FOX NEWS: Shocking amount of parents reveal they hate their baby names, study claims",FOX NEWS: Woman buys wedding dress for beloved pit bull: ‘Her dress is fancier than mine’,FOX NEWS: Shoppers slam dress by Beyoncé's Ivy Park label on Twitter: 'How to dress like a baseball',"FOX NEWS: Buttigieg touts $7M fundraising haul, says he 'cannot be ignored'",FOX NEWS: Meet the Florida Republican who wants to beat Ocasio-Cortez's record as the youngest member of Congress,FOX NEWS: Milan's Malpensa Airport temporarily shut by drone sighting,FOX NEWS: The Latest: Erdogan loses support in Turkey's big cities,US delays decision on Bitcoin ETF,Border authorities say they will close holding pen under Texas bridge for asylum seekers,"Avocado shortages, virgin margaritas: Border shutdown would hit American palates",FOX NEWS: American Airlines flight forced to land after bird strike,FOX NEWS: American Airlines flight forced to return to Boston airport after striking flock of geese,FOX NEWS: Disneyland Paris entrance closed to guests after protesters litter Main Street,FOX NEWS: Vice President Mike Pence: Returning to the moon in five years is a goal worthy of America,FOX NEWS: Why didn’t Obama do more to counter Russia’s interference in our election?,FOX NEWS: Trump’s next Secretary of Defense needs to have these 10 things,FOX NEWS: Banning Chick-fil-A is not only bigoted -- it’s illegal,FOX NEWS: Donald Trump Jr. calls Russia probe 'disgusting',FOX NEWS: Economist apologizes to Ben Shapiro,FOX NEWS: Have media overreached on Mueller?,National Enquirer: Bezos' girlfriend's brother 'single source' for reports,"Cutting Laser Machines, Engraving Laser Machine","1 dead, 2 injured in shooting outside Grammy-nominated rapper Nipsey Hussle's Los Angeles clothing store",DNC Donald Trump Report
