,0,1,2,3,4,5
['2018-07-16T00:00:00.000000000'],Lava from the Hawaii volcano has created a tiny new island off its coast,California judge forces LA Times to alter story about detective with alleged ties to Mexican mafia,"Trump Hopes for ‘Extraordinary Relationship’ With Putin as Summit Begins. Hours before one-on-one meeting with Vladimir Putin, U.S. president tweets about many years of ‘U.S. foolishness and stupidity","Frank Sinatra's First Wife,Nancy, Dies At 101","Trump-Putin summit could improve US-Russia relations -- And yes, that is a good thing",Black farmers file lawsuit alleging company sold 'inferior' seeds on purpose
