,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
['2019-06-09T00:00:00.000000000'],FOX NEWS: WATCH: Storm winds send Chick-fil-A cow flying through the air,FOX NEWS: Mario Andretti crashes car at Texas Motor Speedway,FOX NEWS: Autistic boy amazingly calmed down by warmhearted theme park employee,FOX NEWS: Great white shark with own Twitter account spotted near Jersey shore,California Lottery boss resigns after allegations of lavish overspending,From The New Deal To The Green New Deal,Sen. Jon Tester Endorses Montana Gov. Steve Bullock For President,"FOX NEWS: Man allegedly tries to sneak e-cigarette on plane, sets off smoke alarm in bathroom",FOX NEWS: Burger King employee filmed mopping table tops after cleaning the floors,A Drama of Trump’s Own Making Ends With a Familiar Hero,Hillary Clinton’s younger brother passed away,FOX NEWS: 6 perfect Father's Day gifts to let your dad know he's special,FOX NEWS: Do you sleep on the right or left side of the bed? Study claims the answer reveals a lot about your personality,"The US has had 57 times as many school shootings as the other major industrialized nations combined May 21, 2018",Trump Touts New Farm Trade Pact In Deal With Mexico That Doesn't Appear To Exist,Mnuchin Lays Blame for Failed Trade Talks on China,Death on the Rio Grande: A Look at a Perilous Migrant Route,"Biden Retains Lead in Iowa Poll, but Warren and Buttigieg Gain","Detroit Man Charged in 3 Killings Targeted L.G.B.T. People, Officials Say",New Generation of Student Activists Has a Message for Colleges: Do Better,University of Alabama Returns Largest-Ever Gift to Donor,Hillary Clinton's youngest brother Tony Rodham died Friday night,Texas Is Latest State to Pump the Brakes on Red-Light Cameras,"Breaking Reports : US, Mexico fail to reach deal on tariffs",How Trade War Happens and Destroys Countries,Mexico Agreed to Take Border Actions Months Before Trump Announced Tariff Deal,Liberals Begin Lining Up Young Judges for a Post-Trump Surge,FOX NEWS: Taco Bell fans rejoice the return of Nacho Fries,FOX NEWS: Fiery plane passengers debate who deserves middle seat armrests,"Behind Biden’s Reversal on Hyde Amendment: Lobbying, Backlash and an Ally’s Call"
