,0,1,2,3
['2017-05-12T00:00:00.000000000'],FBI chief sacking: Trump warns Comey over leaks to media,EIGHT DAYS TO NUCLEAR STRIKE: North Korea REFUSES to back down after failed missile,Texas votes to give immigration lockups child care licenses,"Florida: Former U.S. Rep. Corrine Brown was convicted Thursday on 18 counts of conspiracy, mail and wire fraud, and tax charges."
