,0,1,2,3,4
['2017-07-10T00:00:00.000000000'],The Fastest and Slowest Commutes for Every U.S. County,"Postal Worker takes 3 Co-Workers Hostage. After several hours, hostages are released and the, now former, employee commits suicide",Ultimas noticias de EEUU: Joven se queda dormido al aire libre y #oso le...,"‘Summer of Hell’ Starts Monday at Penn Station, Nation’s Busiest Rail Hub",KKK rally in Charlottesville outnumbered by counterprotesters
