,0,1,2,3
['2017-03-26T00:00:00.000000000'],"Until Trump Decides Otherwise, A Bloc Of House Conservatives Now Controls Government","Report: Bannon told conservatives 'this is not a debate,' you have to back bill.","President Donald Trump has signed the 2017 NASA Authorization Act, the first complete authorization for the agency since 2010.",Chicago has biggest population dip as southern states grow
