,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
['2017-08-24T00:00:00.000000000'],'Alt-Right' Leader Appears Before Albemarle County Judge,"Tropical storm Harvey heads for Texas, may become hurricane",Special session possible to oust Chappelle-Nadal,"Hunting a Killer: Sex, Drugs and the Return of Syphilis",Joey Bada$$ cancels shows after boasting about staring at the eclipse,Florida set to carry out execution with drug not previously used in lethal injections,Car ploughs through trans lives matter protest in St Louis,'Mountain man' freed 32 years after kidnapping athlete to be son's bride,Driver hits three protesters in St. Louis: police,"Trump, Calling Journalists ‘Sick People,’ Puts Media on Edge",UN News - UN rights experts criticize US failure to unequivocally reject racist violent events,Donald Trump: Defeat terrorists by ‘whatever means necessary’,Nation's last Confederate flag manufacturer sees sales surge after Charlottesville,13-Year-Old Driver Arrested In 25-Pound Meth Seizure,"End of the affair: American business leaders break with Donald Trump -- The president’s corporate advisory councils, now disbanded, had achieved little","Robert Lee: ESPN under fire for taking announcer off UVA game -- By trying to avoid an embarrassing ordeal, ESPN has embarrassed itself",State Dept. science envoy resigns with letter that spells out 'Impeach',Pennsylvania couple sees 'Jesus' in ultrasound of baby,"New Jersey State Senator Jim Whelan suffers heart attack at Atlantic City home, dies at age 68",House Speaker Ryan says U.S. government shutdown unnecessary
