,0,1,2,3,4,5,6,7,8,9
['2018-11-02T00:00:00.000000000'],Google's '#metoo' moment: Workers walk out over women's rights,"Operation Faithful Patriot: 1st 100 US troops arrive to serve at border, defense official says",U.S. oil output surges but growth likely to moderate in 2019: John Kemp,"Migrants traveling to US sue Trump, government; claim violation of constitutional rights",Veterans Call on Active Duty US Soldiers to Refuse Trump’s Orders at Mexico Border,Why the 14th Amendment Does Not Apply to People In the US Illegally – by Ann Coulter – 31 Oct 2018,This is Why Gun Violence is Rampant in the USA Right Now,San Francisco 49ers cheerleader kneels for US anthem,Trump says he will hold asylum seekers from Central America in massive tent cities,Mission of the NASA spacecraft runs out of fuel
