,0,1,2,3
['2017-11-24T00:00:00.000000000'],Texas Congressman Joe Barton Apologizes for 'Sexts',"Hi, if you want to surprise your loved ones? Here is United Express to help you get the most choice fastest delivery and cheap price! GIVE UP! UP TO SALE 80 % FOR BLACK FRIDAY! https://unitedexhibit.com/",What happens once 'net neutrality' rules bite the dust?,VA study shows parasite from Vietnam may be killing veterans
