,0,1,2,3,4,5,6,7,8,9
['2019-01-02T00:00:00.000000000'],"FOX NEWS: Chicago's murder rate drops in 2018, but the city still has a long way to go",Trump Proclaims January as Month Committed to Abolition of Human Trafficking,"FOX NEWS: SUV plunges into frigid water after fleeing police, killing all three people inside",FOX NEWS: AP Exclusive: India's hidden years of nuns abused by priests,"Trump to Allow Months for Troop Withdrawal in Syria, Officials Say",Netflix removes comedy episode after Saudi complaint,U.S. and Israel officially withdraw from UNESCO,"Netflix Bows to Saudi Request, Takes Down Critical Comedy Show Episode",Brazil Is About To Show The World How A Modern Democracy Collapses,Cops grieve Krispy Kreme doughnuts lost in NYE truck fire: ‘No words’
