,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
['2017-01-18T00:00:00.000000000'],"Michelle Obama: uber-mom, style icon, political force",DONALD TRUMP in SAVINGS mode by cutting Talks With Rock &amp; Roll Hall Of Fame Band For Wanting $1 Million to perform,"Shakers and movers: The dying out of the sect’s last members may not mean the end for the Shakers -- Frances Carr, the last person to be raised as a Shaker, died on January 2nd",Top 20 Trump USA presented pictures 2016,US LIVE,Former US President George HW Bush hospitalised in Houston | Latest News &amp;amp; Updates at Daily News &amp;amp; Analysis,Trump most disliked modern president,The Saudi women afraid to go home,"Fort Lauderdale shooter says he carried out attack for ISIS, FBI claims","Live: Top Wanted Fugitive Markeith Loyd, who is accused of murdering his pregnant wife and an Orlando Police officer, has been apprehended",Man wanted in shooting death of Orlando police officer in custody,17 May Chelsea Manning Will Gain Freedom,Lakeland fl giant alligator | video of giant alligator | giant alligator...,BREAKING: President Obama Commutes Sentence Of Bradley/Chelsea Manning; To Be Freed In 5 Months,“Scared to death”: homeless in Washington react to the rise of Trump,Obama Commutes Bulk of Chelsea Manning's Sentence,"New meme here ""the fake a smile meme""",America risks a pacific clash with China after South China sea posturing
