,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
['2017-01-26T00:00:00.000000000'],"Trump Signs Order To Build Mexico Border Wall, He Says Construction Begin ‘In Months’","‘We Are Going To Get The Bad Ones Out’, Donald Trump Immigration And Border Wall Plans",Here's why Chinese are hurrying to hire girlfriends and boyfriends and 'Hire Me Plz' mobile app is cashing it,BREAKING: CNN Edited Footage of Inauguration Crowd to LIE! See How Huge ...,Executive powers What President Donald Trump can and can't do,"Betting on Facebook and Snapchat hasn't paid off big for publishers, a study shows",BIG JOE LATEST NEWS VIDEO ON HIM Big Joe Update #2 - Based in LA,Trump signs order to begin building Mexican border wall,"Trump fulfils campaign pledge, orders Mexico border wall's construction",Israel’s Arms Testing Lab,Rand Paul unveils his “Obamacare Replacement Act”,Trump White House senior staff have private RNC email accounts,Trump Orders Mexican Border Wall to Be Built and Is Expected to Block Syrian Refugees,The Wall is coming? Trump signed exec order,"President Trump speaks at Homeland Security, President Trump Address To ...",politics survey!,Trump asks Comey to stay on at FBI: reports,Trump to authorise wall and curtail immigration,Voight on Trump 'Stars aren't accepting the will of the people,Remembering an accomplished but fatally flawed president -- History lessons from Richard Nixon’s presidential library,Trump’s ‘voter fraud’ probe could lead to denial of voting rights,"US is no longer a full democracy, EIU warns"
