,0,1,2,3,4,5,6,7,8,9,10
['2018-09-01T00:00:00.000000000'],Obama Shows The Presidential Leadership America Needs In Uplifting Eulogy At McCain's Funeral,"'America was always great': Meghan McCain, swipes at Trump in eulogy","With spirits kaleidoscopic: Sex, crystals and compost toilets -- Welcome to the world of transformational festivals",Lithuanian-Americans: Chicago is the second-biggest Lithuanian city -- Many of the first wave of immigrants slaved away in the stockyards,Aretha Franklin bishop sorry after 'groping' Ariana Grande,The winners and losers from the Singapore summit,"Meet Josh Shapiro, the Man Behind the Bombshell Investigation of Clergy Sexual Abuse","NTSB investigating cause of New Mexico bus, semi-truck crash",FBI arrests 5 from New Mexico compound on firearms charges. The FBI on Friday arrested five former residents of a ramshackle compound in New Mexico on firearms and conspiracy charges as local prosecutors dropped charges in the death of a 3-year-old boy at the property.,"""Winter Is Coming"": Allies fear Trump isn't prepared for gathering legal storm",Drugs are Legal - I am what I know
