,0,1,2,3,4,5,6,7,8,9,10,11,12,13
['2017-12-27T00:00:00.000000000'],Boys charged with murder after sandbag from overpass kills man,"The GCC, Jerusalem and the Middle East: A review of Trump’s first year in power","New Trump Executive Order Targets Clinton-Linked Individuals, Lobbyists And Perhaps Uranium One",Shooting reported outside Gallery Place Metro station,Library Of Congress Will No Longer Archive Every Tweet,Puerto Ricans wait in darkness and desperation without power,U.S. Supreme Court ruling on sports betting in New Jersey could affect wide array of issues,US fishermen fears of power turbine forest,US Spy Satellites Catch Chinese Ships Illegally Selling Oil To North Korea,Trump-Free News!,Talk About a White Christmas!,Marriage: The rise of long-distance marriage -- Financial necessity is encouraging more couples to live apart,"Lessons from Alabama and Virginia: What the elections of 2017 say about 2018 -- Despite recent successes, Democrats will have a tough job retaking Congress",Donald Trump said he’d be ‘back to work’ the day after Christmas but instead he played golf
