,0,1,2,3,4,5
['2017-03-20T00:00:00.000000000'],"From bedroom to boardroom, Supreme Court is in your business",Rating Hits New Low Donald Trump’s Job Approval,"House health-care bill will change to offer more help to seniors, Ryan says",Portland pilot program puts homeless in residents' backyards,Social worker accused of hiding religious sect abuse resigns,Waiter fired after asking Latinas for 'proof of residency' at upscale Huntington Beach eatery
