,0,1,2,3,4,5,6,7,8,9
['2018-06-11T00:00:00.000000000'],De Blasio’s school admissions plan would slash enrollment of white kids,"Gunman shoots officer, holds 4 kids hostage during standoff",Indiana Republicans reaffirm Pence-era opposition to same-sex marriage,"Fed up with rising costs, big U.S. firms dig into healthcare","The big Conversation. Dr Jordan B Peterson vs Susan Blackmore. ""Do we need God to make sense of life? ""","Oil mixed as rising US, Russia supplies weigh while strong demand provides support",Are u Intelligent or not? If u are Then how much? Check your IQ on-,A pumped-up U.S. economy does have some downsides. Here are two of them.,Now calculate Gas Cost with Mapquest for your every Journey.,"Colorado wildfire doubles in size, hundreds more evacuations underway"
