,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
['2018-04-29T00:00:00.000000000'],Here's why Subway could close another 500 restaurants,Dozens of Central Americans expected to ask for asylum at U.S. border today,Crypto Invest Summit in Los Angeles,"Before @POTUS hangs up the “Mission Accomplished” banner, he needs to realize North Korea has long a history of vacillating between confrontation and conciliation...",2018 White House Correspondents’ Dinner: Sarah Sanders ‘Uncle Tom’,10 Things The United States Does Remarkably Well,Familial DNA testing puts elusive killers behind bars. But only 12 states use it.,Community shocked after local paper publishes KKK recruitment flyer,Bill Cosby could be sentenced to 30 years in prison. But it's likely to be much less.,"Larry Harvey, the Man Behind Burning Man, Is Dead at 70","Kanye West releases new song, doubling down on support for Trump",LIVE: Trump holds rally in Michigan,"E-waste guru going to prison says cracking down on refurbishers is ‘harmful to society’, Hell yeah, I’m willing to go to prison for that’",Truck carrying Starbucks products to Washington was also hauling 126 pounds of meth,"Trump betting on large, friendly crowd at Michigan rally",Donald Trump's tax law firm has 'deep' ties to Russia,17 Ways In Which “The Tax Cuts and Jobs Act” Will Impact Capital Gains Tax on Real Estate In 2018
