,0,1,2,3,4
['2017-08-19T00:00:00.000000000'],"Trump's biographer predicts his imminent fall: ""He will resign in the fall or before""",Travel Southasia,"White nationalists use genetic tests for 'racial purity,' study finds",Steve Bannon out,Boston ready for 'free speech' rally but 'we don't want hate groups'
