,0,1,2,3,4,5,6,7,8,9,10,11,12
['2017-03-08T00:00:00.000000000'],"Self-Driving Cars Can’t Cure Traffic, but Economics Can","Millions Risk Losing Health Insurance in Republican Plan, Analysts Say",Hawaii plans to sue to block new Trump travel ban,Women's March organizers planning 'A Day Without A Woman' strike,CNN Cuts Off Congressman After He States FBI Statistic On Refugee Terrorism,"Just as major tech companies have accepted they have a social responsibility to combat piracy online and the illegal sharing of content, they also need to help address the spreading of fake news on social media platforms.",Sean Spicer Responds To ObamaGate Questions From Reporters,Tucker Carlson Debunks Snopes And Politifact's Claim Democrats Stood For Gold Star Wife,Refugee Rights Advocate Tells Tucker Carlson The Travel Banned Countries Are Safe,Grudges and kludges: Too much federal regulation has piled up in America -- Republicans and Democrats have been equally culpable in adding to the rulebook,Sean Spicer gives first press conference since Donald Trump accused Barack Obama of tapping Trump Tower,Quick Rundown: Wikileaks Vault 7 (Year Zero),Poll: Majority of Americans want to keep Obamacare
