,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
['2017-02-11T00:00:00.000000000'],Hundreds of immigrants arrested in US,Valley Center business woman accused of prostitution,Free Sex Dating,"Trump weighs revised travel ban, Supreme Court test still possible",Federal agents conduct immigration enforcement raids in at least six states,Train Loads of Guns,"In a case that ‘sends a message,’ mom gets eight years in prison for voting illegally - “What should have been reduced to a misdemeanor or pled out has resulted in an eight-year sentence. And the ironic thing is she voted Republican.”",Federal agents conduct immigration enforcement raids in at least six states,Hillary Clinton Tries Trolling Donald Trump But Kellyanne Conway Shuts Her Down,Mysterious orange alligator spotted in South Carolina,Mark Cuban: I Don't Think Trump Will Last 4 Years,Oscar-worthy show off: Leonardo Di Caprio’s sensational looking girlfriend pops up some serious cleavage,Virginia City To Remove Statue of Confederate General Robert E. Lee - Republican Part,"Black Lives Matter Calls Justin Trudeau A ""White Supremacist""","Trump vows more 'security' action next week, amid immigration court fight","Exclusive - Trump border 'wall' to cost $21.6 billion, take 3.5 years to build: Homeland Security internal report"
