,0,1,2,3,4,5
['2017-10-24T00:00:00.000000000'],FBI uncovered Russian bribery plot before Obama administration approved controversial nuclear deal with Moscow,Amazon cannabis delivery: Orlando couple shocked by find,Watch my song on you tube ..search Pidie sutar on you tube also you can follow me on Instagram and Facebook @pidie_sutar_official,Trump Russia Investigation Backfired On Democrats Says Tucker Carlson,"In response to the far right, an LGBTQ gun group hits the firing line",Student admits killing roommate after fast-food argument
