,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
['2019-05-07T00:00:00.000000000'],FOX NEWS: Great-grandmother with CBD oil arrested at Disney World,FOX NEWS: Triumph Rocket 3 TFC has the world's biggest bike engine,FOX NEWS: IHOP launches National Military Month campaign to benefit children of fallen service members,"Sandra Bland, It Turns Out, Recorded Her Own Video of Traffic Stop Confrontation",FOX NEWS: GM Cruise autonomous car company gets $1.15 billion investment ahead of 2019 launch,FOX NEWS: Drivers bust cop hiding in bushes with radar gun,FOX NEWS: Get the Look: Jennifer Lopez's radiant skin,"FOX NEWS: Man caught stealing food truck admits to crime, makes self-disparaging remark","FOX NEWS: Kooky Met Gala merchandise includes a surgical face mask, tube sock purse",FOX NEWS: BeautifulPeople dating site releases list of 'ugly' physical traits that ban applicants,New York Times editorial board tells Congress to ‘give Trump his border money’,A 'Caravan' of Americans Is Crossing the Canadian Border to Get Affordable Medical Care,Schools get big savings when they go solar,FOX NEWS: Selling your home? Here's how to fix what buyers don't want to see,"Sandra Bland, It Turns Out, Filmed Traffic Stop Confrontation Herself","FOX NEWS: Adults-only resort in Key Largo catches fire, sustains extensive damage",Trump Pardons Ex-Army Soldier Convicted of Killing Iraqi Man,FOX NEWS: Maid of honor considers backing out of friend's wedding at last minute due to best man's shocking behavior,FOX NEWS: Cop catches driver using HOV lane with dummy in the front seat,FBI's Wray: Spying is 'not the term I would use' to describe Trump campaign probe,Cops to Florida woman: ‘Do you have anything else?’ She pulled a gator from her pants.,FOX NEWS: Anthony Scaramucci buys Long Island mansion for $3.05M,Dying US soldier fighting for the right to sue military over medical malpractice,"Sunrise Movement, the Force Behind the Green New Deal, Ramps Up Plans for 2020","Class in America isn't just about money, survey data finds","FOX NEWS: Soldier’s pet Rottweiler gives birth to 16 puppies, ties record","‘I’ve Battled,’ Tiger Woods Says as He Accepts Presidential Medal of Freedom",bipartisan bill to end hunger on college campuses by cutting food waste,Nature Conservancy finalizes $3.5 million Glebe Mountain purchase in Vermont,Riley Howell’s Parents Say He Was Shot 3 Times While Tackling the U.N.C. Charlotte Gunman,Trump Advisers Accuse China of Reneging on Trade Commitments,Trump Denies Democrats His Tax Returns and Prepares for a Contempt Showdown,Cory Booker’s Gun Control Plan Calls for National Licensing Program,"How Chinese Spies Got the N.S.A.’s Hacking Tools, and Used Them for Attacks",FOX NEWS: Universal reveals magically life-like animatronic for new Harry Potter ride,KARE 11 Investigates: ‘Stay Away Pay’ costs taxpayers millions,Inaugural Official Disputes White House Account of Her Departure,Tiger Woods awarded the Medal of Freedom,Steven Mnuchin Refuses to Release Trump’s Tax Returns to Congress,FOX NEWS: NYC thieves stealing expensive car mirrors,"Overdoses in California prisons up 113% in three years — nearly 1,000 incidents in 2018",PC Matic Reinstall,FOX NEWS: Dinner is coming: Waiter's resemblance to 'Game of Thrones' actor lands him starring role in commercial,FOX NEWS: Instagram couple stirs up harsh criticism for daredevil photo,FOX NEWS: Bride 'fuming' after sister-in-law ate her dinner when she went to the bathroom: 'My jaw must have been on the floor',FOX NEWS: Martin Truex Jr. wins NASCAR's Monday Dover race ... again,FOX NEWS: Another Italian village is selling homes for less than $2,FOX NEWS: Mario Andretti has a hilarious take on making electric cars louder,Reinstall PC Matic,Pelosi worries Trump 'would poison the public mind' if he narrowly
