,0,1,2,3,4
['2017-05-11T00:00:00.000000000'],"Jefferson Davis monument in New Orleans coming down after midnight, NOPD tells nearby school",An atomic town revels in its plutonium past as tunnel collapse raises contamination concerns,Memorial Day 2017 in the United States (History what is Memorial day ),"In Firing Comey, Trump Takes His Biggest Gamble Yet",Chelsea Manning already working the press ahead of his release from prison
