,0,1,2,3
['2018-04-01T00:00:00.000000000'],"Clinton Consultant blames PizzaGate on facebooks latest controversies. Lionel loses it, and gives him a ripping like no other..",Trump calls for 'tough' immigration reform after report of caravan with Central Americans heading to US,"‘No more DACA deal,’ Trump says as he threatens to ‘stop’ NAFTA if Mexico doesn’t better secure border",Croatia wants to import US gas to Europe but critical voices are getter louder
