,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
['2017-09-01T00:00:00.000000000'],Uniformed deputies turned away from Florida ale house during Mayweather-McGregor fight,Uniformed deputies turned away from Florida ale house during Mayweather-McGregor fight,Report: Illegal immigration costs $296 billion in lost taxes,Election board lists more general election votes than voters in Chicago,"Cleveland police, EMS unions refuse to hold flag at game after Browns players kneel",Retail U.S. gasoline prices surge as Harvey keeps refiners shut,U.S. construction spending falls to nine-month low,Texas judge strikes down Obama overtime rule,Leonardo DiCaprio Just Gave $1 Million Toward Hurricane Harvey Relief Efforts,Nurse forcibly arrested for not allowing cop to draw blood of unconscious patient,Judge Orders FBI To Make Details Of Clinton Email Probe Public,Receding waters reveal Harvey's devastation as death toll reaches 44,Officer at DUI stop tells nervous driver ‘we only kill black people’,Gas shortages in Texas as Harvey knocks out refineries,"Police: ""We only kill black people""",Nurse violently arrested for refusing to draw blood from unconscious patient...,David A. Clarke Jr. resigns as Milwaukee County sheriff,WATCH: 2 explosions heard at flooded Texas chemical plant - Usa News Center,Hurricane Harvey 2017 | Pray for Houston | Texas |'we've never experienced anything like this' |,US orders Russia to close consulate and two annexes
