,0,1,2,3,4,5,6,7,8,9,10,11,12,13
['2017-08-04T00:00:00.000000000'],"US economy creates 209,000 jobs in July",Half of Detroit’s 8 mayoral candidates are felons,Economy adds impressive 209K jobs in July,Sarah Sanders Net worth 2017:How Rich is Sarah Sanders in 2017?,Harvard’s incoming class is majority nonwhite - The Boston Globe,"Starting Tonight, GOP Will Have Full Control of 26 States","Oregon: Heat, wildfires make Portland's air quality among worst in nation",DREAMer accused of brutally raping woman in Seattle suburb,"In West Virginia, Trump Hails Conservatism and a New G.O.P. Governor",Fears for undocumented Irish in America over new Trump immigrant proposal,NHS cyber-defender Marcus Hutchins charged in US - BBC News,Trump-Russia probe expands to possible financial crimes: report,NAACP issues first-ever travel advisory for a state: Missouri,Transcripts Show How Contentious Trumpâs Calls Were With Mexican and Australian Leaders
