,0,1,2,3,4
['2017-11-07T00:00:00.000000000'],Offshore cash helped fund Steve Bannon's attacks on Hillary Clinton,Fox News cancels Donald Trump impeachment adverts,Eyewitnesses of Texas mass church shooting describe the horror,American football fan punched by police officer as she carried out of game,Four dead after single-engine light aircraft Cessna crashed in New Mexico
