,0,1,2,3,4,5,6,7,8
['2018-11-11T00:00:00.000000000'],"Six shot, two dead in possible gambling feud in Memphis, Tennessee","Nikolas Cruz registered to vote in jail, angering parent of...","Camp Fire grows to 105,000 acres, California declares state of emergency",Rams' Andrew Whitworth to donate paycheck to victims of Thousand Oaks shooting,California wildfires: Death toll rises to 25,Replacing Jeff Sessions and Investigating the Russia Investigation,'The welcome home I never got:' Vietnam vet uses blessings to help others,"Roger Staubach, Alan Page receiving Medal of Freedom",Why the migrants still come [Excerpted from an article that originally appeared in The Washington Post]
