,0,1,2,3,4,5,6,7,8
['2017-09-25T00:00:00.000000000'],Republican bill to repeal Obamacare teeters on edge of collapse,NY Governor Cuomo: Stop arguing about football protests and start helping Puerto Rico,Hurricane Maria churns toward East Coast,Mississippi church security teams train for worst-case scenario,'Hero' in Nashville church shooting: Pray for the shooter,"Rep. Luis Gutierrez: When Democrats Take Majority We're Going To ""Eliminate"" Trump - Usa News Center","Left, behind: The Democrats are ditching centrism for economic populism -- To prosper, the party may have to become more divided, not less","Tennessee church exclusive shooting || Several people injured ,1 dead in Tennessee church shooting",Harlem deli worker charged with murder after fatally stabbing man who tried to attack him behind counter.
