,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
['2017-03-15T00:00:00.000000000'],"Obama could have spied on Donald Trump through a microwave, suggests Kellyanne Conway","US charges Russian officials, hackers in mass Yahoo breach",Department of Justice charges Hamas member for 2001 Jerusalem attack that killed Americans,"Man Breaks Into Mosque, Rips Up Copies Of Quran",What a Fed rate hike means for you (get ready to pay more),Donald Trump tax: Leaked 2005 document reveals $38m bill - BBC News,The federal government has no idea how to grow marijuana. The US grows marijuana for research. But it’s so awful it’s basically useless.,New York News : Property Listings - Cheap Than Ever!,@@@Top 10 Longest Rivers in the USA @@@,States scramble for funding to upgrade aging voting machines,Ivanka Trump brand will shut down jewelry line,H1B visas could be a source of tension in Indo-US ties: Nisha Desai Biswal,Russian Hacker “Kolypto” Extradited from Norway to US,American Citizens: U.S. Border Agents Can Search Your Cellphone,White House tries to salvage GOP health care proposal as criticism mounts
