,0,1,2,3,4,5,6,7
['2018-08-23T00:00:00.000000000'],Florida police officer seen giving white supremacist a fist bump in video,Turkey: US disregard of legal process ‘unacceptable’,Trump’s Troubles Are Just Getting Started,"US, China Exchange New Round of Tariffs in Trade War",U.S.-China trade war escalates as new tariffs kick in,SEC rejects nine proposals for bitcoin ETFs,Vpn setup,Verizon Throttled California Firefighters’ Internet Speeds Amid Blaze
