,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
['2017-03-10T00:00:00.000000000'],Offshore Rex vs the Contractors: Trump and the Privatization of American Foreign Policy…….,"US added 235K jobs in February, making Fed rate hike likely",House Republicans would let employers demand workers genetic test results,Wall Street set to open higher on robust jobs data,"WikiLeaks Dumps CIA Hacking Docs Online “If the documents are authentic, then the CIA already knows what secure network was compromised, which tools are now exposed, and what exploits now need to be patched against adversarial use,”",Facebook CEO Mark Zuckerberg's wife Priscilla pregnant with a girl,Trump Travel Ban: Hawaii Files First Legal Challenge,Does border drop mean Trump's tough talk is working?,Georgia woman detained in immigration raid: I'm a U.S. citizen,"President Trump has not replaced the federal chief information officer or chief information security officer, leaving gaps in key positions responsible for safeguarding and updating government systems.",Number of immigrants caught at Mexican border plunges 40% under Trump,Border Patrol 'tunnel rats' plug underground passages,"Wine bar owners sue President Trump, saying D.C. hotel unfairly takes away business",Three states suing to block Trump's new travel ban,China says it followed law in approving 38 Trump trademarks - The Boston Globe,Alex Jones Nearly Has A Heart Attack On The Air,Rebel Public School Teacher Yvette Felarca Strikes Again At UC Berkeley,ObamaGate: Sean Hannity Confirms FISA Court Order And Nothing Nefarious Was Found,Ashley Judd Exhibits Moral Superiority At Women's March
