,0,1,2,3,4
['2018-01-15T00:00:00.000000000'],Norton Customer Service Number - 18882934555,"'I am not racist,' Trump says, fucking donald trump . i hate her sexy daughter",US Army Special Operations Command...,Donald Trump is a racist?,Hamilton NJ 7-11: robbery with a twist
