,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
['2017-07-22T00:00:00.000000000'],Top 5 Best Restaurant in New York USA,Minneapolis mayor asks for police chief's resignation: The lethal force shooting of Justine Damond leads to a loss in confidence in police chief Harteau's ability to lead.,2 Baltimore officers plead guilty to racketeering charges,Tennessee county inmates offered reduced jail time for getting a vasectomy,Sean Spicer Resigns as White House Press Secretary – ReportersLab,Minneapolis Police Chief Janeé Harteau resigns - Mayor Betsy Hodges issued a statement saying she asked for the chief's resignation in the wake of the Justine Damond shooting death.,"State of Kentucky must pay nearly $225,000 in legal fees for Kim Davis case",Investigators: Cop who shot unarmed woman refuses to be interviewed,"As California’s labor shortage grows, farmers race to replace workers with robots","It's official, men still prefer women to be young and thin",Spiritual kin: Donald Trump’s G20 speech owed a lot to Putin -- But Russian hopes of an American realignment are misplaced,Man-buns and factory work: Urban manufacturing in Brooklyn -- The Navy Yard has spawned imitators in other cities,Lindsey Graham Tells Voters: If You Don’t Support DREAM Act – I Don’t Want You to Vote for Me (Video),White House press secretary Sean Spicer resigns - BBC News,"What would Hippocrates do?: Most people addicted to opioids receive no treatment -- A combination of funding, bureaucracy and fear of perpetuating addiction are to blame",Very high level and sensitive: Donald Trump junior’s e-mails -- How they differ from the other Russia scandals
