,0,1,2,3,4
['2018-06-17T00:00:00.000000000'],"Gunmen open fire at New Jersey arts festival injuring 22, 1 shooter killed",A Maricopa County Superior Court judge accepted a plea agreement in a road rage case involving a woman who police say shot and killed a Chinese student at Arizona State University after rear-ending the student's car.,Florida school shooting survivors launch US-wide gun-reform tour,Tariff hike: India proposes to raise customs duty on 30 US products,Child killed in apparent road rage shooting in a Denver suburb Colorado
