,0,1,2,3,4
['2017-04-10T00:00:00.000000000'],Police: Shooting reported at elementary school in San Bernardino,Desmond's Shoe Care,Police violently drag man from United plane after airline reportedly overbooked flight,New York lawmakers approve free middle class college tuition,Thousands march for immigrant rights in Dallas
