,0,1,2,3
['2017-04-21T00:00:00.000000000'],"Power Outages Coincide in LA, New York, and San Francisco",Arkansas carries out first execution since 2005,Join group the time is now...,"Tennessee girl safe, teacher arrested near California cabin"
