,0,1,2,3,4,5
['2017-03-31T00:00:00.000000000'],US beefs up muscle in Somalia fight,"Police: Man tased after striking officer, yelling ‘Allah Akbar’ in Goodwill scuffle",Bridge collapses on I-85 during massive fire,Why won’t cops stop ‘The Spitting Lady of 77th Street’?,Homeless ‘Spitting Lady’ had $19K on her when arrested,Something completely different at McDonald's: Fresh beef
