,0,1,2,3
['2017-04-14T00:00:00.000000000'],U.S. retail sales fall for second straight month on weak automobiles,Maine man convicted of 1989 Portland murder granted bail after star witness recants - The unprecedented decision comes after a legally blind witness from Anthony Sanborn's 1992 murder trial says detectives 'basically told me what to say' on the stand.,New Jersey: 'American Gangster' prosecutor Richie Roberts pleads guilty to tax crimes,United Airlines passenger ordeal Worse than fall of Saigon
