,0,1,2,3,4,5,6,7,8
['2017-01-02T00:00:00.000000000'],Hollyweed sign | hollyweed sign 2017 | hollyweed prank | hollywood sign ...,"U.S. judge blocks transgender, abortion-related Obamacare protections",Don lemon drunk | don lemon cnn | don lemon new years eve | don lemon ne...,DC Law Enforcement Demand Removal Of Capitol Painting Depicting Cops As Racist Pigs,Illinois law enlists hairstylists to prevent domestic abuse,Mariah carey new years | mariah carey new years video | mariah carey 201...,"""Just stop daddy"" children scream in 911 call from lawmaker's home",M*A*S*H star William Christopher dies - BBC News,"HOLLYWOOD ICONIC SIGN VANDALIZED TO READ ""HOLLYWEED"" By A PRANKSTER in L..."
