,0,1,2,3,4,5,6,7,8,9,10,11,12
['2017-10-16T00:00:00.000000000'],"EU defends Iran deal despite Trump, appeals to U.S. Congress",California’s governor just signed a bill making it the first US state to officially recognize a third gender: nonbinary.,"1 missing, after oil rig explodes on Louisiana lake",Private Student Loan Consolidation,Hustler founder Larry Flynt offers $10 million for dirt leading to Trump impeachment,"Oil rig explosion rocks Kenner (LA), at least 6 people injured Sunday",Courtney Love Warning About Harvey Weinstein In 2005,"Texas Inmates Donate $53,000 of Commissary Money to Houston's Hurricane Harvey Victims",Gov. Jerry Brown declares state of emergency in California over hepatitis A outbreak,Puerto Ricans drink from hazardous-waste site,Eminem attacks Trump in freestyle rap at BET Hip Hop Awards,Indiana pays hefty price for enacting unconstitutional laws,Milo Yiannopoulos Slams Rose McGowan For Staying Silent While Getting Rich
