,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
['2017-09-05T00:00:00.000000000'],Donald Trump Puts A Stop To The Project Protecting Undocumented Immigrants,Florida Declares State of Emergency as Hurricane Irma Becomes Category 5 Superstorm,Denver students march out of schools in protest of decision to rescind DACA,Irma is now one of the strongest hurricanes ever recorded in the Atlantic,"Exclusive: EPA eyes limits for dicamba, an agricultural chemical linked to crop damage",Exclusive: 77% demand end to 'sanctuary cities' for illegal immigrants,Multiple Sources Corroborate Trump 'Pee-Pee' Tape - Additional Tapes Alleged,Hurricane Irma becomes Category 4 storm [Warning Hurricane Alert] - Usa News Center,Utah nurse who was arrested says officer was on a 'war path',Hurricane Irma Strengthens to Category 4 Storm as Florida Prepares,North Korea’s Ri Chun-hee ‘ pink lady ’: the newscaster set to announce the END OF THE WORLD - Usa News Center,Husband thinks he killed wife in his sleep,Labor Day The Worst Since The Late ’90s As ‘Hitman’s Bodyguard’ Holds No. 1 For 3rd Weekend With $13M+ – Monday Update,Trump: We must fix our self-destructive tax code,Hackers target fact-checking site after Clinton endorses it Verrit was hacked almost immediately after Hillary Clinton tweeted about it.,Hackers target fact-checking site after Clinton endorses it Verrit was hacked almost immediately after Hillary Clinton tweeted about it.,Aspiring Pastor Accused of Stabbing Wife to Death,Fast food workers strike for $15 minimum wage
