,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
['2017-07-21T00:00:00.000000000'],Sean Spicer Resigns as White House Press Secretary,US to ban Americans from traveling to NKorea,Former Miss USA contestant busted for smuggling drugs into Ohio prison – ReportersLab,"McDonald's employee refuses to serve uniformed police officer, gets fired","Teens filmed, mocked drowning man, police say","Teens filmed, mocked drowning man, police say",Alabama hunter shoots down 820-pound wild hog in front yard – ReportersLab,American student detained in China after dispute with cabbie,"'Beyond heartless': Video shows teens heckling, laughing at drowning man","Donald Trump reportedly exploring ways to hamper Russia probe, pardon himself",Ha Noi: After the rain the road turns into a waterway,"‘Treating them like animals’: Florida inmates denied toilet paper, toothbrushes","ICE chief will hire 10,000 more agents, target sanctuary cities",new english ringtones app for android,"OJ Simpson Gets Parole, Eligible For Release October 1 – ReportersLab","Teens filmed, mocked and laughed while man slowly drowned",Texas actress gets 18 years for mailing ricin to Obama,Civil Asset Forfeiture Skyrocketed Under Obama The dollar amount of assets seized by federal authorities via civil asset forfeiture more than doubled under Obama's watch.,Sessions: Trump Directed Law Enforcement Agencies to Go After Darknet Markets Like AlphaBay,Berkeley middle school teacher Yvette Felarca arrested on charges of inciting a riot,Trump administration pulls health law help in 18 cities
