,0,1,2,3,4,5,6,7,8,9,10,11
['2017-12-02T00:00:00.000000000'],The sexual misconduct allegations against Donald Trump â the full list,Koch network 'piggy banks' closed until Republicans pass health and tax reform,The Men Who Cost Clinton the Election,Senate Republicans pass sweeping overhaul of US tax code,Vermont woman charged with making deadly poison ricin in retirement home,Dad charged with murder after 7-year-old finds mom’s body,New Jersey sex offender task force results in 79 arrests,Maryland: Baltimore police commissioner asks FBI to take over investigation of Det. Sean Suiter's death,20% Off Cold weather Gear + Free Shipping $35+,"This is a great 'play-by-play' of the effects that Flynn's guilty plea will have on Trump, the white house and politics in general","Glitch by American Airlines could see 15,000 festive flights grounded","Ex-White House Officials: Kushner Pushed Flynn To Contact Foreign Ambassadors, Including Russians"
