,0,1,2,3,4,5,6,7,8
['2017-03-14T00:00:00.000000000'],Texas Woman Climbs Tree to Protest Trimming,"A Violent Attack on Free Speech at Middlebury -- Liberals must defend the right of conservative students to invite speakers of their choice, even if they find their views abhorrent",Florida ex-felons challenge voting rights restrictions in lawsuit,City says drugmaker knowingly let pills flood black market,Latest news and headlines for you,NY governor’s free college tuition plan prompts wider debate,"Affordable Care Act revision would reduce insured numbers by 24 million, CBO projects","Poland will seek the arrest and extradition of a Minnesota man exposed by The Associated Press as a former commander in an SS-led unit that burned Polish villages and killed civilians in World War II, prosecutors said Monday.",Death Valley Vandalism At Badwater Basin
