,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
['2019-11-24T00:00:00.000000000'],"FOX NEWS: McDonald's sued by workers claiming they're 'regularly threatened, assaulted, and injured by customers'",FOX NEWS: Airbnb house suffers $50G in damage during party: 'All the windows of the house had been smashed',"Gahan Wilson, Vividly Macabre Cartoonist, Dies at 89",FOX NEWS: 7 funky features on Tesla's Cybertruck,Chicago named greenest office market in the U.S - CRE Herald,Four Problems With 2016 Trump Polling That Could Play Out Again in 2020,"FOX NEWS: People get sick of family after about 4 hours during holidays, report claims",FOX NEWS: Are there wasps in the figs we eat? The answer is 'maybe',Elizabeth Warren Has Done the Hard Part. Now Comes the Harder Part.,She Wanted An Abortion. Feds Say Her Ex Threatened to Bomb the Clinic.,New Documents Reveal Details of Pompeo’s Role in Ukraine Affair,Veterans Join Airlines in Pushback Against Conduct Unbecoming a Support Dog,"Our Professor’s Views Are Vile, University Says. But We Can’t Fire Him.",FOX NEWS: Woman attempts to break hula hoop Guinness World Record with more than 75 hours,Climate Change Protesters Disrupt Yale-Harvard Football Game,"Indiana church wipes out $7.8 million in medical debt for nearly 6,000 families",SENATE TRIAL-TRUMP PURSUES DEFENSE STRATEGY,Justice Ruth Bader Ginsburg Hospitalized,"In Coded 911 Call, Ohio Woman Requested the Police by Ordering a Pizza",FOX NEWS: Judge dismisses Subway's $158M lawsuit against CBC over report exposing its chicken,A Split Decision From Congress Will Leave Voters With Final Say on Trump,Navy Is Said to Proceed With Disciplinary Plans Against Edward Gallagher,FOX NEWS: Southwest Airlines employee dancing while de-icing plane caught on video,FOX NEWS: Mom outraged after son trapped in school bus luggage compartment for 45 minutes
