,0,1,2,3,4,5,6,7
['2018-10-07T00:00:00.000000000'],Should the US Sanction India’s Russian Defense Shopping Spree,It’s time to end the war on terror,'Big Bang Theory' Star Johnny Galecki on Kavanaugh's Confirmation: 'Our Political System Is Broken',Unemployment rate falls to 49-year low,"Six Minnesota kids diagnosed with rare, polio-like disorder",Senate Confirm Kavanaugh. Votes 50 to 48.,Marching band skit of police being shot,"Officer who fatally shot Tamir Rice hired by Bellaire, Ohio, police department"
