,0,1
['2017-03-18T00:00:00.000000000'],"Kentucky: Louisville Mayor Greg Fischer announced Friday that he has asked the FBI to investigate what he called “our worst nightmare,” the alleged sexual abuse of children in the police department’s Youth Explorer program.",Laptop containing Trump Tower plans and Clinton email probe stolen from Secret Service agent's car
