,0,1,2,3,4,5,6,7
['2018-04-23T00:00:00.000000000'],"Gun Culture Is My Culture. And I Fear for What It Has Become. -- In the wake of mass shootings, a lifetime of gun ownership leads to unsettling questions.","Facing Historic Labor Shortages, Companies Snap Up Teenagers -- The U.S. is facing a severe worker shortage, forcing employers big and small to explore the labor market’s youngest echelon, which is piling into the workforce","Even as Trump's Tariffs Crimp Growth, Solar Jobs Are Rising",I knew I didn’t do it: A haunting chronicle of life after death row in Mississippi -- Kennedy Brewer and Levon Brooks spent decades in prison for crimes they didn’t commit,Kellyanne Conway says asking about her husband's anti-Trump tweets is a 'double standard',Climate change: Michael Bloomberg offers $4.5m for Paris deal,Waffle House shooter was once arrested by Secret Service for trespassing near White House,The Dj news
