,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
['2018-06-15T00:00:00.000000000'],Uruguay wins their world cup opener against Egypt as Salah remains at bench for the whole match || Egypt vs Uruguay Match Result,Trump's 2020 campaign is secretly working with a company run by former Cambridge Analytica employees,"University of Chicago becomes first elite college to make SAT, ACT optional for applicants",U.S. judge sends Trump's former campaign chief Manafort to jail,Trade war making farm state economies quiver,Judge orders Paul Manafort to jail in wake of new obstruction charges,"High Unemployment, High College Enrollment",Best Henna/Mehendi Designs *.*,The richest man after the 80’s was stared at by the US short-selling agency and the market value evaporated by 14.5 billion overnight.,2 people fall 34 feet after roller coaster derails in Daytona Beach,Doctors saw immigrant kids separated from their parents. Now they're trying to stop it.,"Teens are having less sex and doing drugs less often, but they're sad",Trump has decided to approve tariffs on $50 billion in Chinese goods,Eid has been announce *.*,"Chinese regulators approve Qualcomm’s purchase of NXP, sources say",IMF: US tariffs could undermine global trade,New video shows President Trump saluting North Korean general,How does Trump's behaviour affect children?,"New York's attorney general is suing the Trump Foundation, as well as Donald Trump and his children, alleging ""extensive and persistent"" lawbreaking.",Eid has been announced 😍😍😍
