,0,1,2,3,4,5,6,7,8
['2018-01-31T00:00:00.000000000'],"BREAKING: Democrats Vow To Bring Illegals To SOTU, But Rep. Paul Gosar Has A Nasty Surprise For Them","BREAKING After Piers Morgan Interview, Trump Haters Freak After Spotting Something In Photo",Appropriate: Train carrying Republicans to annual retreat hits a trash truck.,"Trump Discusses ""De Nuking"" of North Korea With UN Security Council - YouTube",First Lady Melania Trump arrives at State of the Union address 2018 United States Capital,"In a first, same-sex couple legally marries at sea on a cruise ship","After Trump tariffs, Chinese solar company says it will build U.S. factory",Dow drops more than 300 points as health-care stocks sell off,Two DACA recipients arrested on suspicion of human smuggling
