,0,1,2,3,4,5,6,7,8,9
['2017-09-27T00:00:00.000000000'],The 7 most inflammatory things Roy Moore has said,"American economic history: A 400-year story of progress -- How America became the world’s biggest economy [Review of ""Americana: A 400-Year History of American Capitalism"" by Bhu Srinivasan]",Industrial farming: How the use of antibiotics in poultry farming changed the way America eats -- A new book about the rise of cheap chicken,"Equifax CEO departs, forgoes bonus after massive data breach",Sen. Bob Corker (R-Tennessee) won't seek re-election next year,Soldiers speak out on Kaepernick: His protest 'makes him more American than anyone',Alabama: Roy Moore beats Luther Strange in GOP Senate runoff,U.S. denies request for Puerto Rico shipping waiver under Jones Act,"Supreme Court, President Trump to face off in blockbuster term",I interviewed A’s catcher Bruce Maxwell on his decision to protest inequality by kneeling for the national anthem
