,0,1,2,3,4,5,6,7,8,9,10
['2017-09-24T00:00:00.000000000'],"JUST IN: One dead, at least six wounded after shooting at Nashville church",Trump seen by 66 percent in US as doing more to divide than unite country (POLL),"UPDATE: 8 wounded, including shooter, in Nashville-area church shooting, according to Nashville Fire Department",At least 6 injured in shooting at church near Nashville,"A College Lecturer Tweeted, ‘Trump Must Hang.’ He Doesn’t Regret It.","Trump clashes with sports world over player protests, invitation",Right-wing firebrand vows to hold rally at UC Berkeley,"Aid begins to flow to Puerto Rico, facing a growing humanitarian crisis in Maria's aftermath",US health secretary suspends use of chartered jets following spending row,Not home? Walmart wants to walk in and stock your fridge,Police are shooting disabled and deaf people now. That metal pipe he was holding sure must have been big
