,0,1,2,3,4,5,6,7,8,9
['2018-12-28T00:00:00.000000000'],FOX NEWS: Jim Carrey slams Trump supporters for being 'loyal zombies',"Suspect who shot and killed California officer was in the country illegally, sheriff says",FOX NEWS: Honoring the fallen with a cross is not 'establishment of religion' – May SCOTUS set things right in 2019,A Transformer Explosion Caused NYC's Sky to Turn Bright Blue,"FOX NEWS: Bremmer: Russia has always had the largest military ground game in Syria, the US has had a marginal presence","Despite #MeToo, rape cases still confuse police",CenturyLink outage knocks out 911 calls in parts of W. Wash and other states,‪Thousands of Californians Still Homeless after Deadly Wildfires,Google CEO Sundar Pichai testifies on Data Collection- holding money,A Prisoner of Good Fortune
