,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
['2019-05-11T00:00:00.000000000'],"FOX NEWS: Waco airport welcomes more frequent flights, reportedly fueled by 'Fixer Upper' craze","FOX NEWS: Illinois residents could be charged $1,000 a year to own an electric vehicle under new legislation",FOX NEWS: 9 Dallas airport employees admit to drug-smuggling plot,Georgia state abortion law fuels Hollywood boycott call,How Volunteer Sleuths Identified a Hiker and Her Killer After 36 Years,"A Half-Century of School Shootings Like Columbine, Sandy Hook and Parkland",China for the first time made clear what it wants to see from the U.S. in talks to end their trade war,"Bill to Strengthen U.S. Electric Vehicle Supply Chain: ‘the American Mineral Security Act (S. 1317), would require the federal government to update its list of critical minerals every three years, prioritize workforce development programs in the mining industry’","Rudy Giuliani Cancels His Trip to Ukraine, Blaming Democrats’ ‘Spin’",FOX NEWS: What a pair: The very first two Pontiac Firebirds ever built are for sale on Ebay,"FOX NEWS: Average American has this many actual friends, study determines",FOX NEWS: 'Hot grandma' stuns Instagram followers after revealing she's 40: 'They are so shocked',"A professor at West Virginia University, has developed a mathematical method for calculating black hole properties from gravitational wave data.",Trump Sees a China Trade Deal Through a New Prism: The 2020 Election,House Ways and Means Chairman Subpoenas Trump Tax Returns,Trump Renews Trade War as China Talks End Without a Deal,"Clown Giving Kids Candy From Car Meant Well, Police Tell a Relieved Town","Arrest Made in 1985 Murder of Barry Crane, TV Director and Bridge Champion","Amid Chaos, Alabama Lawmakers Delay Vote on Far-Reaching Abortion Ban","She Stopped to Help Migrants on a Texas Highway. Moments Later, She Was Arrested.",Donald Trump’s plan to buy US$15 billion of crops for humanitarian aid does not thrill farmers,Massive oil spill. Major news channels are not covering this story,White House Asked McGahn to Declare Trump Never Obstructed Justice,House Ways and Means Chairman Subpoenas Trump Tax Returns,Online Payday Loans Quebec,"FOX NEWS: 'Suicidal' passenger allegedly tried opening door on Republic Airways flight, screaming she needed to die",FOX NEWS: Burger King tests delivery in terrible traffic jams,What Is A Tariff And Who Pays It?,Wettest 12 Months in U.S. History
