,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
['2018-06-14T00:00:00.000000000'],DOJ watchdog says no proof FBI officials' Trump criticism impacted probes,"California woman ‘in shock’ after ICE agents detain father, a legal resident, outside home",Murphy vows N.J. will be 'a leader in the fight' for gun control,155 guns turned in for gift cards at gun buyback in Niagara Falls,"With no White House invite, Democrats invite Warriors to Capitol","US jobless rolls declined to a near 44-1/2-year low, pointing to a rapidly tightening labor market","The Trump Brief: A President's Probes, Prosecutions and Lawsuits","The GOP Is a Trump Cult, Boasts Donald Trump Jr.","U.S. import prices climb 0.6% in May, more evidence of inflation",Background check keeps accused Belle Meade hatchet killer from purchasing gun,America's doctors call for strongest gun control measures to date,Commercial Sublease Agreement,"Acting on a tip, Border Patrol raided a two-bedroom house. They found 62 people inside",CALIFORNIA 3-WAY SPLIT INITIATIVE QUALIFIES FOR NOVEMBER BALLOT,"Why is Trump Keen to Annul USA-USSR 1987 ""INF Treaty""?",G7 Summit: Trump Clashed with His Allies on Trade,Trump embraces candidate with racist ties,Coal lobby fights black lung tax as disease rates surge,Lawmaker questions whether NRA influenced Trump's school safety commission,Surrogate for Jeff Lewis Sues Bravo for Broadcasting Birth on Flipping Out.,"US, Mexico and Canada to host 2026 Fifa World Cup || US, Mexico and Canada beat Morocco in vote to host 2026 World Cup",She says federal officials took her daughter while she breastfed the child in a detention center
