,0,1,2,3,4,5,6,7,8,9,10,11,12,13
['2018-12-12T00:00:00.000000000'],Former Trump lawyer Michael Cohen jailed for three years over payments to women,Ex-Trump lawyer Cohen jailed for 36 months,"Elon Musk's neighbors scuttled plans for his West LA tunnel -- ""Elon Musk just witnessed the might of the Not In My Backyard empire firsthand""",Infowars' Alex Jones slams Google CEO Pichai outside a Congress hearing for its 'evil' China project,Not computers. America's largest exports to the rest of the world - 'The New American Dream',The Predatory Lending Machine Crushing Small Businesses Across America: “I Hereby Confess Judgment” -- How an obscure legal document turned New York’s court system into a debt-collection machine that’s chewing up small businesses across America.,Highlights: Key quotes from the Reuters interview with Trump,President Donald Trump said on Tuesday it would be a mistake if the Federal Reserve raises interest rates when it meets next week,Trump said he is not afraid of an impeachment,Building on Facebook Campus Evacuated After Bomp Threat: Menlo Park Police,Friends of the Children' surprise Russell Wilson with his cleat design,"The Rosneft Commission: Trump’s Inevitable Downfall Will Involve Money, and Lots Of It",Trump promises to complete a wall on border with Mexico,The Fall Of Trump Tower Moscow And Rise Of The Rosneft Deal
