,0,1,2,3,4,5,6
['2017-04-08T00:00:00.000000000'],LaVar Ball on UCLA Sweet 16 loss: ‘You can’t win no championship with 3 white guys’,Destructive weed threatens U.S. corn fields,Can hack but not shoot? FBI may ease entry for cyber agents,"In the Trump era, Dems are searching for a way forward. Tom Perriello thinks he's cracked the code.",The U.S. government has withdrawn its request ordering Twitter to identify a Trump critic,Nikki Haley Shows Up To U.N. After Syria Strike And BLOWS THE DOORS Off,"FBI, Homeland Security consider possible retaliations following Syria strike"
