,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
['2019-08-15T00:00:00.000000000'],FOX NEWS: 2020 Ford Mustang Xfinity NASCAR car unveiled,FOX NEWS: Chevrolet's new electric car is named after Thomas Edison ... sort of,"FOX NEWS: Delta plane fills with mist before takeoff, confuses passengers","FOX NEWS: Delta plane fills with mist before takeoff, confuses passengers","FOX NEWS: Chick-fil-A ranks first in new 'brand intimacy' study, knocks Starbucks from top spot",Bombshell Coverage: Chinese Troops Set to Storm Hong Kong,Many Democrats Love Elizabeth Warren. They Also Worry About Her.,"FOX NEWS: Miniature horses allowed to fly as service animals, Department of Transportation announces","FOX NEWS: Cincinnati police officer helps with couple's engagement, earns praise from bride-to-be's mom",FOX NEWS: The 2020 Chevrolet Corvette Stingray price tag revealed,Watch Live: BREAKING! Autopsy Finds Jeffrey Epstein Had Several Broken Neck Bones,FOX NEWS: Woman seen on video getting Tesla Model 3 chip implanted in arm to start car,"FOX NEWS: Red Lobster CEO says plant-based seafood is 'terrible,' has no plans to add it to menu",FOX NEWS: 'Dogfishing' trend is duping singles on dating apps,FOX NEWS: Upstate New York Uber driver surprises fast-food worker with dress and gift card,FOX NEWS: Banana-targeting fungus may cause 'apocalyptic scenario' for the fruit,"FOX NEWS: $3.4M in fake Gucci, Hermes, Nike items seized at LA airport, CBP says","Stacey Abrams on Voter Suppression, the 2020 Race and the Vice Presidency",Trump’s Policy Could Alter the Face of the American Immigrant,In Her Own Words: The Woman Who Bankrolled the Anti-Immigration Movement,"Dayton Gunman Shot 26 People in 32 Seconds, Police Timeline Reveals","‘Huddled Masses’ in Statue of Liberty Poem Are European, Trump Official Says","Autopsy finds broken bones in Jeffrey Epstein’s neck, deepening questions around his death",WaPo Reports Autopsy of Jeffrey Epstein’s Body Found Multiple Neck Bone Fractures,"Steve King, Opposing All Abortions, Asks if There Would Be ‘Any Population’ Without Rape and Incest",Suspect who shot 6 cops has barricaded himself inside building,Economic Ressecion Possible in US,Six Philadelphia Police Officers Shot in a Standoff Near Temple University,FOX NEWS: Videos show unsuspecting tourists slammed by wave at popular Instagram spot,His Only Relative Was Killed in the El Paso Massacre. He Has Invited the City to Her Funeral.,FOX NEWS: Dad 'interrogates' daughter's date through doorbell camera,"FOX NEWS: Lost luggage, no internet top worst 'vacation disasters' in new survey",FOX NEWS: FAA bans certain Macbook Pro laptops over fire risk concerns
