,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
['2017-06-18T00:00:00.000000000'],FATHER'S DAY KNOCKOUT!!! Man Knocks Out TWO FRIENDS when inttrupted His Pre-Father's Day DINNER!,"Republican Candidate Gets Vile Letter From Democrat In The Mail, What Happens Next Is DISGUSTING",Pakistan win the Champions Trophy,Portugal forest fires kill 62,Miranda Devine: The real villain in the Republican shooting was Hillary Clinton,"$1.15M compensation for having the wrong ball removed. A real case of ""Wait, his right or MY right? Ooo crap!""","Wait, his right or MY right? Oo crap!",EXCLUSIVE: Bill O’Reilly Is BACK ON TV! Will You Watch Him Again?,What do we know about U.S. Navy ship collision?,Texas Gov. Just Ticked Off a Lot of Muslims With Epic Anti-Shariah Move,Trump's divided desert: Wildlife at the border wall,Philando Castile's mother just let LOOSE Delivers Heartbreaking Message,Japan: Rescue efforts for missing USS Fitzgerald sailors continue,Trump Family Flies to Camp David,SpartagenXt
