,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
['2017-01-23T00:00:00.000000000'],BREAKING NEWS: President Trump pulls out of Trans-Pacific Partnership,Sign this petition to make Trump change his stance on climate change.,"Trump signs order withdrawing from TPP, reinstate 'Mexico City policy' on abortion",CNN News live,Not our president!” shout angry protesters in the US,Video: Passengers cheer as woman berating Trump supporter is kicked off plane,"In rare reversal, Texas Supreme Court takes gay marriage case","How Much of Your Income Goes to Rent and How Much You Should Earn to Make it Through. Hialeah and Miami, the most rent burdened cities in the US.",DC Protestors Herded Like Cattle - News Club,Mum is so embarrassing! Barron Trump snatches hand away from Melania,White nationalist Richard Spencer sucker punched in the face during Trump inauguration,Florida: He was called a nicolero. He’s going to jail as a slavemaster - A Homestead labor subcontractor has been sentenced to federal prison after pleading guilty to slavery.,The FBI ran a huge child porn site to catch predators. The accused are crying foul.,"Without a driver's license and deep in debt to the courts, poor Virginians hope for fine collection reforms",USA Riot police use tear gas against anti Trump protesters in DC,USA Scuffles as anti Trump protesters shut down inauguration checkpoint,Donald Trump attends the White House Senior Staff Swearing-In,United Airlines grounds flights over computer issue,"Swedish woman gang-raped live on Facebook, 3 men arrested – reports",Trump's first executive action: Cancel Obama's mortgage premium cuts,More tornadoes ahead as death toll reach 15 in southeast US,Madonna 'Blowing up the White House Speaking at WomensMarch protest Madonna Speech,Trump Suspends Obama-era FHA Mortgage Insurance Rate Cut in 2nd Hour
